code;libelle;type;source;documentMaitre;reprises;typesMarche;condition;obligatoire;texteType;controle;options;cleCadrage;clePpm;actif;parLot
B06-EP-01;Délai de réponse des candidats aux demandes de la PRMP (jours);NOMBRE;SAISIE;DPAO;;QUANTITE_FIXE,A_COMMANDE;;oui;;;;;;oui
B06-EO-01;Évaluation des offres portant sur plusieurs lots;LISTE;SAISIE;DPAO;;QUANTITE_FIXE,A_COMMANDE;alloti = OUI;oui;;;Par lot,Sur l'ensemble des lots;;;oui
B06-EO-02;Critères additionnels d'évaluation;TEXTE_LONG;SAISIE;DPAO;;QUANTITE_FIXE,A_COMMANDE;;non;;;;;;oui
B06-EO-03;Conversion en Ariary des offres en devise;TEXTE_LONG;SAISIE;DPAO;;QUANTITE_FIXE,A_COMMANDE;provenance = IMPORTEES;non;;;;;;oui
B06-EO-04;Impôts, droits et taxes pris en compte dans l'évaluation;TEXTE_LONG;SAISIE;DPAO;;QUANTITE_FIXE,A_COMMANDE;;oui;;;;;;oui
B06-EO-05;Détermination du montant évalué de l'offre;TEXTE_LONG;SAISIE;DPAO;;QUANTITE_FIXE,A_COMMANDE;;oui;;;;;;oui
B06-EO-06;Comparaison des offres;TEXTE_LONG;SAISIE;DPAO;;QUANTITE_FIXE,A_COMMANDE;;oui;;;;;;oui
B06-EO-07;Traitement des offres anormalement hautes ou basses;TEXTE_LONG;SAISIE;DPAO;;QUANTITE_FIXE,A_COMMANDE;;non;;;;;;oui
B06-EO-08;Vérification a posteriori de la qualification du candidat moins-disant;TEXTE_LONG;SAISIE;DPAO;;QUANTITE_FIXE,A_COMMANDE;;non;;;;;;oui
B06-EO-09;Marge de préférence nationale (%);POURCENTAGE;SAISIE;DPAO;;QUANTITE_FIXE,A_COMMANDE;;non;;;;;;oui
B06-EO-10;Variation maximale des quantités à l'attribution (%);POURCENTAGE;SAISIE;DPAO;;QUANTITE_FIXE,A_COMMANDE;;non;;;;;;oui
B06-EO-11;Délai de livraison (jours);NOMBRE;SAISIE;DPAO;;QUANTITE_FIXE;;oui;;;;;;oui
B06-EO-12;Délai maximum de livraison (jours);NOMBRE;SAISIE;DPAO;;A_COMMANDE;;oui;;;;;;oui;oui
B06-AN-01;Forme de la garantie de bonne exécution exigée à la notification;LISTE;SAISIE;CCAP;;QUANTITE_FIXE,A_COMMANDE;;non;;;Cautionnement,Garantie bancaire;;;oui
B06-AN-02;Recours gracieux et recours en attribution;TEXTE_LONG;SAISIE;CCAP;;QUANTITE_FIXE,A_COMMANDE;;non;;;;;;oui
B06-SD-01;Attribution du marché;TEXTE_LONG;SAISIE;AUCUN;;QUANTITE_FIXE,A_COMMANDE;;non;;;;;;non
B06-SD-02;Appel d'offres infructueux;TEXTE_LONG;SAISIE;AUCUN;;QUANTITE_FIXE,A_COMMANDE;;non;;;;;;non
B06-SD-03;Notification du marché;TEXTE_LONG;SAISIE;AUCUN;;QUANTITE_FIXE,A_COMMANDE;;non;;;;;;non
B08-PA-01;Domiciliation bancaire du fournisseur;TEXTE_LONG;SAISIE;AE;;QUANTITE_FIXE,A_COMMANDE;;oui;;;;;;oui
B08-PA-02;Domiciliation bancaire de chaque membre du groupement;TEXTE_LONG;SAISIE;AE;;QUANTITE_FIXE,A_COMMANDE;groupement = OUI;non;;;;;;oui
B08-PA-03;Établissement des décomptes, factures ou mémoires;TEXTE_LONG;SAISIE;CCAP;;QUANTITE_FIXE,A_COMMANDE;;oui;;;;;;oui
B08-PA-04;Termes de paiement;TEXTE_LONG;SAISIE;CCAP;;QUANTITE_FIXE,A_COMMANDE;;oui;;;;;;oui
B08-PA-05;Périodicité des paiements (prix unitaires);LISTE;SAISIE;CCAP;;QUANTITE_FIXE,A_COMMANDE;typePrix = UNITAIRES;oui;;;À la livraison,Mensuelle,Trimestrielle;;;oui
B08-PA-06;Part réglée à la réception des fournitures (%);POURCENTAGE;SAISIE;CCAP;;QUANTITE_FIXE,A_COMMANDE;typePrix = FORFAITAIRE;oui;Le marché est réglé à concurrence de {B08-PA-06} % à la réception des fournitures, contre remise des documents mentionnés au CCAP.;FORFAIT_60_40:RECEPTION;;;;oui
B08-PA-07;Part réglée sur présentation du PV de réception (%);POURCENTAGE;SAISIE;CCAP;;QUANTITE_FIXE,A_COMMANDE;typePrix = FORFAITAIRE;oui;Le solde, soit {B08-PA-07} %, est réglé sur présentation du procès-verbal de réception.;FORFAIT_60_40:PV;;;;oui
B08-PA-08;Délai de paiement (jours);NOMBRE;SAISIE;CCAP;;QUANTITE_FIXE,A_COMMANDE;;oui;;DELAI_PAIEMENT_75:DELAI;;;;oui
B08-SD-01;Périodicité trimestrielle des paiements (sans document);TEXTE;SAISIE;AUCUN;;QUANTITE_FIXE,A_COMMANDE;;non;;;;;;non
B08-AV-03;Modalités de l'avance en cas de groupement;TEXTE_LONG;SAISIE;AE;;QUANTITE_FIXE,A_COMMANDE;avance = OUI et groupement = OUI;non;;;;;;oui
B08-AV-04;Forme de la garantie de restitution d'avance;LISTE;SAISIE;CCAP;;QUANTITE_FIXE,A_COMMANDE;avance = OUI;non;;AVANCE_SUP_5_GARANTIE:GARANTIE;Garantie bancaire,Caution personnelle et solidaire;;;oui
B08-AV-05;Modalités de remboursement de l'avance;TEXTE_LONG;SAISIE;CCAP;;QUANTITE_FIXE,A_COMMANDE;avance = OUI;oui;;;;;;oui
B08-AV-06;Précompte sur les sommes dues (%);POURCENTAGE;SAISIE;CCAP;;QUANTITE_FIXE,A_COMMANDE;avance = OUI;non;;;;;;oui
B08-AC-01;Acomptes prévus;OUI_NON;SAISIE;CCAP;;QUANTITE_FIXE,A_COMMANDE;;oui;;;;;;oui
B08-AC-02;Modalités des acomptes;TEXTE_LONG;SAISIE;CCAP;;QUANTITE_FIXE,A_COMMANDE;;non;;;;;;oui
B08-IM-01;Taux des intérêts moratoires dus au fournisseur (%);POURCENTAGE;SAISIE;CCAP;;QUANTITE_FIXE,A_COMMANDE;;oui;;INTERETS_MORATOIRES_TAUX:TAUX;;;;oui
B08-GB-01;Garantie de bonne exécution exigée;OUI_NON;SAISIE;CCAP;;QUANTITE_FIXE,A_COMMANDE;;oui;;;;;;oui
B08-GB-02;Montant de la garantie de bonne exécution (% du marché);POURCENTAGE;SAISIE;CCAP;;QUANTITE_FIXE,A_COMMANDE;;non;;;;;;oui
B08-RG-01;Retenue de garantie pratiquée;OUI_NON;SAISIE;CCAP;;QUANTITE_FIXE,A_COMMANDE;;oui;;;;;;oui
B08-RG-02;Taux de la retenue de garantie (%);POURCENTAGE;SAISIE;CCAP;;QUANTITE_FIXE,A_COMMANDE;;non;;;;;;oui
B09-LL-01;Lieu de livraison;TEXTE_LONG;SAISIE;DPAO;AE,CCAP;QUANTITE_FIXE,A_COMMANDE;;oui;;;;;;oui;oui
B09-PC-01;Pièces contractuelles supplémentaires;TEXTE_LONG;SAISIE;CCAP;;QUANTITE_FIXE,A_COMMANDE;;non;;;;;;oui
B09-PC-02;Annexes de l'acte d'engagement (cadre du bordereau de prix, état des sommes versées à des tiers, déclaration des bénéficiaires effectifs);TEXTE_LONG;SAISIE;AE;;QUANTITE_FIXE,A_COMMANDE;;non;;;;;;oui
B09-OM-01;Délai de communication par le fournisseur sur l'ajustement de prix ou de délai (jours);NOMBRE;SAISIE;CCAP;;QUANTITE_FIXE,A_COMMANDE;;non;;;;;;oui
B09-OM-02;Variation maximale des volumes ou quantités (%);POURCENTAGE;SAISIE;AE;CCAP;QUANTITE_FIXE,A_COMMANDE;;non;;;;;;oui
B09-OM-03;Délai de validité du marché (mois);NOMBRE;SAISIE;CCAP;;A_COMMANDE;;non;;;;;;oui
B09-PS-01;Mesures de sécurité applicables;OUI_NON;SAISIE;CCAP;;QUANTITE_FIXE,A_COMMANDE;;oui;;;;;;oui
B09-PS-02;Mesures communiquées par l'Autorité contractante;TEXTE_LONG;SAISIE;CCAP;;QUANTITE_FIXE,A_COMMANDE;;non;;;;;;oui
B09-PS-03;Mesures mentionnées en annexe du CCAP;TEXTE_LONG;SAISIE;CCAP;;QUANTITE_FIXE,A_COMMANDE;;non;;;;;;oui
B09-DX-01;Délai d'exécution (jours);NOMBRE;SAISIE;CCAP;AE;QUANTITE_FIXE,A_COMMANDE;;oui;Le délai d'exécution est de {B09-DX-01} jours à compter de la notification du marché.;;;;;oui
B09-DX-02;Point de départ du délai s'il diffère de la date de notification;TEXTE;SAISIE;CCAP;;QUANTITE_FIXE,A_COMMANDE;;non;;;;;;oui
B09-DX-03;Modalités et période de passation des commandes;TEXTE_LONG;SAISIE;CCAP;;QUANTITE_FIXE,A_COMMANDE;;non;;;;;;oui
B09-PR-02;Plafond des pénalités de retard (%);POURCENTAGE;SAISIE;CCAP;;QUANTITE_FIXE,A_COMMANDE;penalites = PLAFOND_DIFFERENT;oui;;PENALITES_PLAFOND_15:TAUX;;;;oui
B09-PR-03;Dérogation au CCAG justifiant le plafond des pénalités;TEXTE_LONG;SAISIE;CCAP;;QUANTITE_FIXE,A_COMMANDE;penalites = PLAFOND_DIFFERENT;oui;;PENALITES_PLAFOND_15:DEROGATION;;;;oui
B09-MC-01;Matériels, objets et approvisionnements confiés au fournisseur;OUI_NON;SAISIE;CCAP;;QUANTITE_FIXE,A_COMMANDE;;oui;;;;;;oui
B09-SK-01;Stockage des fournitures à la charge du fournisseur;OUI_NON;SAISIE;CCAP;;QUANTITE_FIXE,A_COMMANDE;;oui;;;;;;oui
B09-EM-01;Marquage requis sur les emballages;TEXTE_LONG;SAISIE;CCAP;;QUANTITE_FIXE,A_COMMANDE;;non;;;;;;oui
B09-EM-02;Documents requis dans les emballages;TEXTE_LONG;SAISIE;CCAP;;QUANTITE_FIXE,A_COMMANDE;;non;;;;;;oui
B09-RT-01;Responsabilité du transport;LISTE;SAISIE;CCAP;;QUANTITE_FIXE,A_COMMANDE;;oui;;;Selon l'incoterm,Transport par le fournisseur jusqu'à la destination finale,Responsabilités partagées;;;oui
B09-RT-02;Responsabilités respectives de l'Autorité contractante et du fournisseur;TEXTE_LONG;SAISIE;CCAP;;QUANTITE_FIXE,A_COMMANDE;;non;;;;;;oui
B09-LF-01;Modalités de livraison des fournitures;TEXTE_LONG;SAISIE;CCAP;;QUANTITE_FIXE,A_COMMANDE;;oui;;;;;;oui
B09-LF-02;Documents à fournir par le fournisseur à la livraison;TEXTE_LONG;SAISIE;CCAP;;QUANTITE_FIXE,A_COMMANDE;;oui;;;;;;oui
B09-AS-01;Assurance des fournitures;LISTE;SAISIE;CCAP;;QUANTITE_FIXE,A_COMMANDE;;oui;;;Selon l'incoterm,À la charge du fournisseur jusqu'à la livraison,À la charge de l'Autorité contractante;;;oui
B09-AS-02;Terme de la responsabilité d'assurance du fournisseur;TEXTE;SAISIE;CCAP;;QUANTITE_FIXE,A_COMMANDE;;non;;;;;;oui
B09-CR-01;Contrôle des prix de revient applicable;OUI_NON;SAISIE;CCAP;;QUANTITE_FIXE,A_COMMANDE;;oui;;;;;;oui
B09-IV-01;Inspections, vérifications et essais;TEXTE_LONG;SAISIE;CCAP;;QUANTITE_FIXE,A_COMMANDE;;oui;;;;;;oui
B09-DI-01;Décision après inspection et essais;TEXTE_LONG;SAISIE;CCAP;;QUANTITE_FIXE,A_COMMANDE;;oui;;;;;;oui
B09-DG-01;Délai de garantie (mois);NOMBRE;SAISIE;CCAP;;QUANTITE_FIXE,A_COMMANDE;;oui;;;;;;oui
B09-DG-02;Étendue de la garantie;TEXTE_LONG;SAISIE;CCAP;;QUANTITE_FIXE,A_COMMANDE;;non;;;;;;oui
B10-IR-01;Indemnité de résiliation prévue;OUI_NON;SAISIE;CCAP;;QUANTITE_FIXE,A_COMMANDE;;oui;;;;;;oui
B10-IR-02;Modalités de l'indemnité de résiliation;TEXTE_LONG;SAISIE;CCAP;;QUANTITE_FIXE,A_COMMANDE;;non;;;;;;oui
B10-AR-01;Arbitrage et règlement des litiges;TEXTE_LONG;SAISIE;CCAP;;QUANTITE_FIXE,A_COMMANDE;;oui;;;;;;oui
B10-DD-01;Dérogations aux documents généraux;TEXTE_LONG;SAISIE;CCAP;;QUANTITE_FIXE,A_COMMANDE;;non;;;;;;oui
